author,img,intro,name,state,type,url
猪三不,//bookcover.yuewen.com/qdbimg/349573/3200489/150,一夜之间，少年叶真突然发现自己拥有了一项奇异的能力！山间虫兽那无意义的叫声，传入他耳中，就变得不太一样。老鼠兄弟吱吱的叫着：兄弟，后山里能让我们体型增长数十倍的宝贝快滴落了，快走！一群蚊子在叽叽喳喳：,造化之王,连载中,东方玄幻,//book.qidian.com/info/3200489
轻语江湖,//bookcover.yuewen.com/qdbimg/349573/1010815544/150,诺兰大陆的混乱之城中，有着一家奇怪的餐厅。在这里，精灵要和矮人拼桌，兽人被严禁喧哗，巨龙只能围坐在餐厅前的小广场上，恶魔甚至需要自己带特制的凳子……但就是这么一家规矩奇葩的餐厅，门口却每天都排着长队。,奶爸的异界餐厅,连载中,原生幻想,//book.qidian.com/info/1010815544
猫腻,//bookcover.yuewen.com/qdbimg/349573/1010496369/150,千里杀一人，十步不愿行。（大道朝天官方一群，群号码：311875513，大道朝天官方二群，群号码：220593959，欢迎加入）,大道朝天,连载中,东方玄幻,//book.qidian.com/info/1010496369
莫默,//bookcover.yuewen.com/qdbimg/349573/2494758/150,武之巅峰，是孤独，是寂寞，是漫漫求索，是高处不胜寒逆境中成长，绝地里求生，不屈不饶，才能堪破武之极道。凌霄阁试炼弟子兼扫地小厮杨开偶获一本无字黑书，从此踏上漫漫武道。,武炼巅峰,连载中,东方玄幻,//book.qidian.com/info/2494758
打眼,//bookcover.yuewen.com/qdbimg/349573/3660695/150,一念之间，沧海桑田打眼带你进入古玩的世界！！！,神藏,连载中,都市生活,//book.qidian.com/info/3660695
蚕茧里的牛,//bookcover.yuewen.com/qdbimg/349573/3621897/150,卷入了三十三天所有巅峰强者的一场浩劫，人皇与他的对手最终一战，打碎了深渊世界，曾经封镇深渊魔王的神器，一张神秘的紫色卡片，却消失在时空漩涡中，横穿无尽的时空。辽阔的蛮荒，武道文明还处于初始阶段，正在缓,真武世界,连载中,东方玄幻,//book.qidian.com/info/3621897
姐姐的新娘,//bookcover.yuewen.com/qdbimg/349573/1006853204/150,一群巨龙搬着小板凳日夜追看《权力游戏》。精灵大德鲁伊们因为《忠犬八公的故事》而潸然泪下。人类与矮人在《炉石传说》酒馆中为一张传说卡牌而大大出手。甚至就连神明也亲自来到凡间催更小说《福尔摩斯探案集》的连,文化入侵异世界,连载中,时空穿梭,//book.qidian.com/info/1006853204
卖报小郎君,//bookcover.yuewen.com/qdbimg/349573/1009531496/150,某年某月某天，姐姐忽然说：“我要做明星。”秦泽淡定道：“老姐，你想被老爹活活打死，我不反对。”姐姐义正言辞：“秦泽，姐姐照顾你这么多年，这个锅，你必须背。”这是一个姐姐不断坑弟弟的故事。秦泽：“妈蛋，,我的姐姐是大明星,完本,都市生活,//book.qidian.com/info/1009531496
术小城,//bookcover.yuewen.com/qdbimg/349573/1011096075/150,“你渴望知识吗？”“不，我渴望妹子，很萌的那种！”“当你触及到人类的知识巅峰，无所不能的你想要什么就有什么。”“那我渴望知识！”……V裙541448173，需全订普裙676941643,我只想当一个安静的学霸,连载中,都市生活,//book.qidian.com/info/1011096075
紫蓝色的猪,//bookcover.yuewen.com/qdbimg/349573/1005313284/150,一本冲着黑暗大陆而去的正常向全职猎人同人。已完结小说：火影之祸害，刀剑神域之活下去，海贼王之漫漫长路。,美食猎人,连载中,衍生同人,//book.qidian.com/info/1005313284
丑牛1985,//bookcover.yuewen.com/qdbimg/349573/1010957891/150,从地球穿越到紫灵星球的李流，决战场，一战成名！成为国家军部重点后备人才。斗杀手，杀佣兵，驱逐古武世家。为保卫国家，领兵作战，杀场染血！这是从一个小兵成长为铁血将军的故事！老牛新书，搞笑不断！读者交流群,浴血兵锋,连载中,战争幻想,//book.qidian.com/info/1010957891
千翠百恋,//bookcover.yuewen.com/qdbimg/349573/1003353824/150,一次偶然，东方玉发现老旧住宿楼的电梯，在特定的时间，能够随机传送到小说，电视剧，电影，乃至动漫的世界。从此，人生变得精彩了……新书已上传:《位面复制大师》。企鹅聊天群:524756349，书友群进入需,位面电梯,连载中,时空穿梭,//book.qidian.com/info/1003353824
不如踢球,//bookcover.yuewen.com/qdbimg/349573/1004600033/150,我胖？我还猥琐呢。贪财？我还手黑呢。这是一个猥琐的胖子带着系统闯荡足坛的故事。限制级订阅群：554175932踢球帮：608815778（进群需全订）,限制级巨星,连载中,足球运动,//book.qidian.com/info/1004600033
天下第一白,//bookcover.yuewen.com/qdbimg/349573/1005313386/150,用“碧海潮生曲”唱歌。使“凌波微步”踢球。“降龙十八炒”助我成就美食天王。屌丝“莫白”获得系统，来到位面世界。音乐，钢琴，绘画，篮球，足球，游泳，击剑，厨艺，书法……我无所不能。不过，其实“莫白”想说,我是全能大明星,连载中,都市生活,//book.qidian.com/info/1005313386
狐不悲,//bookcover.yuewen.com/qdbimg/349573/1010860831/150,作为“神秘学”爱好者的周安一直都相信，这世界有神仙存在，他练过气功，学过法术，曾在地摊上以十三块五的价格，买过几斤秘籍，也曾在古玩市场上淘过丹方，用微波炉练过丹。所以他死了！被自己练得“超品九转大还丹,女帝的大内总管,连载中,原生幻想,//book.qidian.com/info/1010860831
屋外风吹凉,//bookcover.yuewen.com/qdbimg/349573/1010177519/150,外科医生贾琮过劳而卒，魂穿荣府。谱一曲红楼幽梦，唱一世庶子风流。,红楼之庶子风流,连载中,架空历史,//book.qidian.com/info/1010177519
天蚕土豆,//bookcover.yuewen.com/qdbimg/349573/1209977/150,这里是属于斗气的世界，没有花俏艳丽的魔法，有的，仅仅是繁衍到巅峰的斗气！新书等级制度：斗者，斗师，大斗师，斗灵，斗王，斗皇，斗宗，斗尊，斗圣，斗帝。……吴磊、林允主演的同名电视剧9月3日起周一到周三每,斗破苍穹,完本,异世大陆,//book.qidian.com/info/1209977
国王陛下,//bookcover.yuewen.com/qdbimg/349573/1005406733/150,“天外神剑剑灵，应呼唤而苏醒，我问你，你就是我的坐骑么？”一个无敌的随身剑灵与天才美少女（们）的同居故事。公众粉丝群：633948707,剑灵同居日记,连载中,幻想修仙,//book.qidian.com/info/1005406733
醉虎,//bookcover.yuewen.com/qdbimg/349573/1009601645/150,世界上最珍贵的东西都是免费的，常人却总视而不见，除了空气，阳光，亲情这些最珍贵的东西之外，还有一种最珍贵的东西，就在你的身边，唾手可得，不知道你是否看见？本书读者群：167726456,白银霸主,连载中,东方玄幻,//book.qidian.com/info/1009601645
寂寞剑客,//bookcover.yuewen.com/qdbimg/349573/3660723/150,徐锐，共和国有史以来的超级兵王，又在某军事学院指挥系深造了三年，在一次对抗演习中意外穿越到了1937年的淞沪战场。此时，淞沪会战已经接近尾声，中国军队已经全面溃败。且看徐锐如何凭借超强的军事素养以及超,抗日之特战兵王,连载中,抗战烽火,//book.qidian.com/info/3660723
全金属弹壳,//bookcover.yuewen.com/qdbimg/349573/1011054696/150,在大城市打工多年的敖沐阳回到养育他的家乡小渔村，归途中遇袭落海，揭开了一段草鱼跳龙门的传奇……  深洋千珍、浅海万鱼，神奇的海洋，绚丽的生命；  渔家捕捞、山涧耕种，悠然的田园，简单的乡野；  萌宠机,黄金渔村,连载中,都市生活,//book.qidian.com/info/1011054696
纯洁滴小龙,//bookcover.yuewen.com/qdbimg/349573/1011335417/150,一家只在深夜开门营业的书屋，欢迎您的光临。————————《舵主群》：587980337（进群粉丝值验证）《读书群》：523978007（无需验证）《战斗群》：457654443（无需验证）,深夜书屋,连载中,恐怖惊悚,//book.qidian.com/info/1011335417
九灯和善,//bookcover.yuewen.com/qdbimg/349573/1010908372/150,十几年前，一个叫《爸爸在这儿》的节目几位父亲带着萌萌哒的小女孩走进了一个偏僻的小山村而一位山村小道士混入了其中。 十几年后，一个在道观长大却得到巫师传承的青年带着一条老黄狗下山入城。。  跳大神，我也,超品巫师,连载中,都市生活,//book.qidian.com/info/1010908372
磨砚少年,//bookcover.yuewen.com/qdbimg/349573/1010565736/150,“中国人，在橄榄球的圈子里绝对不可能取得成功！”“你柔弱得就好像小鹿斑比，根本无法形成对抗！”“你有头脑、有智慧，但缺乏天赋。”陆恪：但，我有系统。手持系统，我要站上巅峰舞台，建立属于我的王朝！书友群,湾区之王,连载中,体育赛事,//book.qidian.com/info/1010565736
宝石猫,//bookcover.yuewen.com/qdbimg/349573/1010000699/150,紫日当空，天地巨变，皓月有缺，虚空相连！经历了一场被称为大破灭灾难的地球，大部分的生物直接死去，人类在最后的安全区域苦苦坚守，可是他们面对的，不只是变异的凶兽，还有那随时都能破开空间壁垒，进入地球的巨,无上崛起,连载中,高武世界,//book.qidian.com/info/1010000699
匣中藏剑,//bookcover.yuewen.com/qdbimg/349573/1002959239/150,我叫叶青，幸运获得了一款叫【怪兽工厂】的应用。这帮力大无穷的怪兽，干起活来一个能顶一百个，还带各种技能。效率？加工速度+300%技能一开，你跟我比效率？精度？咳咳～把我那把传奇品质的游标卡尺拿来，让他,超级怪兽工厂,连载中,异术超能,//book.qidian.com/info/1002959239
要离刺荆轲,//bookcover.yuewen.com/qdbimg/349573/1010169943/150,西汉中期，民生聊困，国势日衰。无数士大夫名士，纷纷高呼：张生不出，奈天下何！？于是，谚曰：张与刘，共天下。本书扣扣群：73927047,我要做门阀,连载中,秦汉三国,//book.qidian.com/info/1010169943
打死都要钱,//bookcover.yuewen.com/qdbimg/349573/1003414055/150,【热血爽文，一日十更！】远古大战，神域崩塌，众强陨落。大战之后，天地受限，世间再无神魔，只留下一座座神秘的远古战场。故事发生在一片由远古战场孕育而生的青火界内。少年得大天造化诀，在逆境中崛起，在绝境中,万道剑尊,连载中,东方玄幻,//book.qidian.com/info/1003414055
亚舍罗,//bookcover.yuewen.com/qdbimg/349573/1010325796/150,出门一把刀，装备全靠爆！网文写手白小文，被一颗神奇眼球带到了百年之后的灵能时代。灵子渗透，变异兽肆虐，灵界怪物入侵，数据化的地球如同一个超大型游戏！我来了，我看见，我征服！白小文睁开神眼吼出强者语，然,进化之眼,连载中,高武世界,//book.qidian.com/info/1010325796
愤怒的松鼠,//bookcover.yuewen.com/qdbimg/349573/1004893024/150,“金手指系统？你当我是傻子吗？这年头哪有什么天上掉下来的馅饼？从我脑袋中滚出去，新型的诈骗骗局？还是外星人附带催眠能力的杀戮机器训练装置？”“不，我是虚空中呢喃的混沌，南十字星所有生灵最恐惧的噩梦，无,疯骑士的宇宙时代,连载中,原生幻想,//book.qidian.com/info/1004893024
傲无常,//bookcover.yuewen.com/qdbimg/349573/3544491/150,王焱同志：在2015年度“华东地区超能者违纪三项全面整治”、“热火朝天大干一百天再争辉煌”、“孤寡女妖送温暖”、“人妖和平共处知识全面普及”等专项工作中，表现优异，成绩突出。荣获‘先进个人’称号，特发,国产英雄,连载中,异术超能,//book.qidian.com/info/3544491
高楼大厦,//bookcover.yuewen.com/qdbimg/349573/1010399782/150,一树生的万朵花，天下道门是一家。法术千般变化，人心却亘古不变,太初,连载中,东方玄幻,//book.qidian.com/info/1010399782
辰一十一,//bookcover.yuewen.com/qdbimg/349573/3542798/150,当幻想成为现实，天朝少年能否踏上成神之路？拥有穿越异能的陈昂，穿越在幻想世界里。在《永无止境》的世界里，获得超人的智慧，在《超体》的世界里，窥视成神的奥秘，从《笑傲江湖》开始，修行内功，进化自己，由《,幻想世界大穿越,连载中,时空穿梭,//book.qidian.com/info/3542798
